pass	rgb	class	aabb	detail	path
0	104,8,88	MeshInstance3D	0.0x0.7x0.7	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/MemoryArt_noel_conservation/@MeshInstance3D@24756
0	120,8,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_noel_conservation/@MeshInstance3D@24757
0	136,8,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_noel_conservation/@MeshInstance3D@24758
0	152,8,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_noel_conservation/@MeshInstance3D@24759
0	168,8,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_noel_conservation/@MeshInstance3D@24760
0	184,8,88	MeshInstance3D	0.0x0.7x0.7	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_safe_trip/@MeshInstance3D@24762
0	200,8,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.100,0.075,0.055;mat=StandardMaterial3D@0.100,0.075,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_safe_trip/@MeshInstance3D@24763
0	216,8,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.100,0.075,0.055;mat=StandardMaterial3D@0.100,0.075,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_safe_trip/@MeshInstance3D@24764
0	232,8,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.100,0.075,0.055;mat=StandardMaterial3D@0.100,0.075,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_safe_trip/@MeshInstance3D@24765
0	248,8,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.100,0.075,0.055;mat=StandardMaterial3D@0.100,0.075,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_safe_trip/@MeshInstance3D@24766
0	8,24,88	MeshInstance3D	0.7x0.7x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/WallArt_peter_proceed_uncertain/@MeshInstance3D@24866
0	24,24,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_peter_proceed_uncertain/@MeshInstance3D@24867
0	40,24,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_peter_proceed_uncertain/@MeshInstance3D@24868
0	56,24,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_peter_proceed_uncertain/@MeshInstance3D@24869
0	72,24,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_peter_proceed_uncertain/@MeshInstance3D@24870
0	88,24,88	MeshInstance3D	0.7x0.7x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/WallArt_cam_stolen_bike_route/@MeshInstance3D@24872
0	104,24,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.200,0.220,0.210;mat=StandardMaterial3D@0.200,0.220,0.210	StreetIdShot/OrisonRoot/F04/WallArt_cam_stolen_bike_route/@MeshInstance3D@24873
0	120,24,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.200,0.220,0.210;mat=StandardMaterial3D@0.200,0.220,0.210	StreetIdShot/OrisonRoot/F04/WallArt_cam_stolen_bike_route/@MeshInstance3D@24874
0	136,24,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.200,0.220,0.210;mat=StandardMaterial3D@0.200,0.220,0.210	StreetIdShot/OrisonRoot/F04/WallArt_cam_stolen_bike_route/@MeshInstance3D@24875
0	152,24,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.200,0.220,0.210;mat=StandardMaterial3D@0.200,0.220,0.210	StreetIdShot/OrisonRoot/F04/WallArt_cam_stolen_bike_route/@MeshInstance3D@24876
0	168,24,88	MeshInstance3D	0.0x0.7x0.7	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/WallArt_noel_ordinary_objects/@MeshInstance3D@24878
0	184,24,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_noel_ordinary_objects/@MeshInstance3D@24879
0	200,24,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_noel_ordinary_objects/@MeshInstance3D@24880
0	216,24,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_noel_ordinary_objects/@MeshInstance3D@24881
0	232,24,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/WallArt_noel_ordinary_objects/@MeshInstance3D@24882
0	248,24,88	MeshInstance3D	0.7x0.7x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/WallArt_guests_you_are_here/@MeshInstance3D@24884
0	8,40,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/WallArt_guests_you_are_here/@MeshInstance3D@24885
0	24,40,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/WallArt_guests_you_are_here/@MeshInstance3D@24886
0	40,40,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/WallArt_guests_you_are_here/@MeshInstance3D@24887
0	56,40,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.180,0.105,0.055;mat=StandardMaterial3D@0.180,0.105,0.055	StreetIdShot/OrisonRoot/F04/WallArt_guests_you_are_here/@MeshInstance3D@24888
0	72,40,88	MeshInstance3D	0.7x0.7x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/MemoryArt_fourth_impossible_stairs/@MeshInstance3D@24968
0	88,40,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_fourth_impossible_stairs/@MeshInstance3D@24969
0	104,40,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_fourth_impossible_stairs/@MeshInstance3D@24970
0	120,40,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_fourth_impossible_stairs/@MeshInstance3D@24971
0	136,40,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_fourth_impossible_stairs/@MeshInstance3D@24972
0	152,40,88	MeshInstance3D	0.0x0.7x0.7	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/MemoryArt_peter_wooden_legs/@MeshInstance3D@25076
0	168,40,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_peter_wooden_legs/@MeshInstance3D@25077
0	184,40,88	MeshInstance3D	0.0x0.0x0.8	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_peter_wooden_legs/@MeshInstance3D@25078
0	200,40,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_peter_wooden_legs/@MeshInstance3D@25079
0	216,40,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_peter_wooden_legs/@MeshInstance3D@25080
0	232,40,88	MeshInstance3D	0.7x0.7x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/MemoryArt_cam_noel_witches/@MeshInstance3D@25082
0	248,40,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/MemoryArt_cam_noel_witches/@MeshInstance3D@25083
0	8,56,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/MemoryArt_cam_noel_witches/@MeshInstance3D@25084
0	24,56,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/MemoryArt_cam_noel_witches/@MeshInstance3D@25085
0	40,56,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.055,0.050,0.045;mat=StandardMaterial3D@0.055,0.050,0.045	StreetIdShot/OrisonRoot/F04/MemoryArt_cam_noel_witches/@MeshInstance3D@25086
0	56,56,88	MeshInstance3D	0.7x0.7x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_wuthering/@MeshInstance3D@25088
0	72,56,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_wuthering/@MeshInstance3D@25089
0	88,56,88	MeshInstance3D	0.8x0.0x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_wuthering/@MeshInstance3D@25090
0	104,56,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_wuthering/@MeshInstance3D@25091
0	120,56,88	MeshInstance3D	0.0x0.7x0.0	mat=StandardMaterial3D@0.250,0.170,0.055;mat=StandardMaterial3D@0.250,0.170,0.055	StreetIdShot/OrisonRoot/F04/MemoryArt_guests_wuthering/@MeshInstance3D@25092
0	136,56,88	MeshInstance3D	27.3x0.0x19.3	mat=M_plaster_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_ceiling_plaster
0	152,56,88	MeshInstance3D	24.5x0.0x15.8	mat=M_plaster_stained_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_ceiling_plaster_stained
0	168,56,88	MeshInstance3D	10.7x0.0x19.3	mat=M_tin_ceiling_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_ceiling_tin_ceiling
0	184,56,88	MeshInstance3D	15.4x0.0x12.4	mat=M_ceramic_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_floors_ceramic
0	200,56,88	MeshInstance3D	6.5x0.0x3.5	mat=M_concrete_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_floors_concrete
0	216,56,88	MeshInstance3D	27.3x0.0x19.3	mat=M_floor_oak_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_floors_floor_oak
0	232,56,88	MeshInstance3D	10.7x0.0x19.3	mat=M_terrazzo_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_floors_terrazzo
0	248,56,88	MeshInstance3D	4.8x1.0x4.7	mat=M_bakelite_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_bakelite
0	8,72,88	MeshInstance3D	23.6x0.1x15.6	mat=M_bakelite_black@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_bakelite_black
0	24,72,88	MeshInstance3D	0.2x0.0x0.2	mat=M_book_brown@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_book_brown
0	40,72,88	MeshInstance3D	0.2x0.0x0.2	mat=M_book_burgundy@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_book_burgundy
0	56,72,88	MeshInstance3D	0.2x0.0x0.2	mat=M_book_green@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_book_green
0	72,72,88	MeshInstance3D	0.2x0.0x0.2	mat=M_book_navy@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_book_navy
0	88,72,88	MeshInstance3D	0.2x0.0x0.2	mat=M_book_ochre@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_book_ochre
0	104,72,88	MeshInstance3D	0.2x0.0x0.2	mat=M_book_teal@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_book_teal
0	120,72,88	MeshInstance3D	25.9x3.2x16.4	mat=M_brass_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_brass
0	136,72,88	MeshInstance3D	23.6x0.1x15.6	mat=M_brass_bright@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_brass_bright
0	152,72,88	MeshInstance3D	23.6x0.1x15.6	mat=M_brass_dull@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_brass_dull
0	168,72,88	MeshInstance3D	11.4x0.0x10.0	mat=M_chrome_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_chrome
0	184,72,88	MeshInstance3D	15.1x0.1x9.3	mat=M_countertop_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_countertop
0	200,72,88	MeshInstance3D	0.1x0.1x0.1	mat=M_enamel_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_enamel
0	216,72,88	MeshInstance3D	1.3x0.1x1.4	mat=M_fabric_cool_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_fabric_cool
0	232,72,88	MeshInstance3D	1.3x0.1x1.3	mat=M_fabric_green_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_fabric_green
0	248,72,88	MeshInstance3D	5.5x0.1x1.3	mat=M_fabric_warm_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_fabric_warm
0	8,88,88	MeshInstance3D	24.3x1.8x16.4	mat=M_floor_oak_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_floor_oak
0	24,88,88	MeshInstance3D	25.5x0.8x18.1	mat=M_linen_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_linen
0	40,88,88	MeshInstance3D	26.7x3.0x12.4	mat=M_metal_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_metal
0	56,88,88	MeshInstance3D	13.9x0.1x9.1	mat=M_nickel_plated@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_nickel_plated
0	72,88,88	MeshInstance3D	26.2x1.9x18.2	mat=M_oak_quartered@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_oak_quartered
0	88,88,88	MeshInstance3D	27.3x1.9x17.9	mat=M_paper_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_paper
0	104,88,88	MeshInstance3D	0.4x0.0x0.6	mat=M_plywood_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_plywood
0	120,88,88	MeshInstance3D	15.0x1.1x13.3	mat=M_porcelain_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_porcelain
0	136,88,88	MeshInstance3D	26.0x1.6x15.6	mat=M_soot_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_soot
0	152,88,88	MeshInstance3D	27.4x1.9x10.7	mat=M_timber_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_timber
0	168,88,88	MeshInstance3D	19.4x2.2x14.2	mat=M_trim_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_trim
0	184,88,88	MeshInstance3D	27.4x2.0x14.4	mat=M_wood_dark_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furnish_wood_dark
0	200,88,88	MeshInstance3D	25.1x0.8x12.8	mat=M_art@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_art
0	216,88,88	MeshInstance3D	10.9x1.6x13.5	mat=M_brass_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_brass
0	232,88,88	MeshInstance3D	17.0x0.0x12.4	mat=M_brass_dull@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_brass_dull
0	248,88,88	MeshInstance3D	0.7x0.6x0.3	mat=M_cast_iron_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_cast_iron
0	8,104,88	MeshInstance3D	8.6x1.1x12.6	mat=M_ceramic_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_ceramic
0	24,104,88	MeshInstance3D	5.1x0.8x5.1	mat=M_char_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_char
0	40,104,88	MeshInstance3D	15.2x0.0x10.6	mat=M_chrome_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_chrome
0	56,104,88	MeshInstance3D	10.9x1.0x13.5	mat=M_indicator_enamel@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_indicator_enamel
0	72,104,88	MeshInstance3D	17.7x1.0x10.4	mat=M_linen_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_linen
0	88,104,88	MeshInstance3D	17.0x0.0x12.4	mat=M_linoleum_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_linoleum
0	104,104,88	MeshInstance3D	5.8x1.1x2.7	mat=M_metal_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_metal
0	120,104,88	MeshInstance3D	0.0x0.9x0.7	mat=M_paper_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_paper
0	136,104,88	MeshInstance3D	10.0x0.0x16.0	mat=M_plaster_stained_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_plaster_stained
0	152,104,88	MeshInstance3D	0.1x1.8x4.9	mat=M_plywood_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_plywood
0	168,104,88	MeshInstance3D	0.3x1.6x0.3	mat=M_rug_warm_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_rug_warm
0	184,104,88	MeshInstance3D	4.0x0.4x3.9	mat=M_slab_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_slab
0	200,104,88	MeshInstance3D	3.7x2.9x6.8	mat=M_soot_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_soot
0	216,104,88	MeshInstance3D	5.3x4.4x1.3	mat=M_timber_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_timber
0	232,104,88	MeshInstance3D	27.6x1.6x19.6	mat=M_trim_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_trim
0	248,104,88	MeshInstance3D	25.2x0.9x12.8	mat=M_wood_dark_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_furniture_wood_dark
0	8,120,88	MeshInstance3D	27.9x0.2x19.9	mat=M_slab_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_slabs
0	24,120,88	MeshInstance3D	6.3x3.2x2.9	mat=M_stair_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stairs
0	40,120,88	MeshInstance3D	3.1x3.9x3.1	mat=M_baluster_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stairs_bal
0	56,120,88	MeshInstance3D	6.2x3.4x3.1	mat=M_brass_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stairs_brass
0	72,120,88	MeshInstance3D	6.3x3.4x3.1	mat=M_metal_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stairs_iron
0	88,120,88	MeshInstance3D	6.3x1.8x6.3	mat=M_landing@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stairs_landing
0	104,120,88	MeshInstance3D	6.3x4.2x3.2	mat=M_handrail_wood_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stairs_rail
0	120,120,88	MeshInstance3D	6.3x2.9x2.9	mat=M_stair_treads@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stairs_treads
0	136,120,88	MeshInstance3D	28.1x2.6x20.1	mat=M_limestone_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_stone_trim
0	152,120,88	MeshInstance3D	27.4x3.2x19.4	mat=M_trim_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_trim
0	168,120,88	MeshInstance3D	14.9x0.0x10.3	mat=M_brass_dull@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_vent_register_screws
0	184,120,88	MeshInstance3D	14.8x0.0x10.3	mat=M_cast_iron_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_vent_register_throat
0	200,120,88	MeshInstance3D	14.9x0.0x10.3	mat=M_trim_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_vent_register_trim
0	216,120,88	MeshInstance3D	15.5x1.2x12.4	mat=M_subway_tile_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_wainscot_subway_tile
0	232,120,88	MeshInstance3D	10.5x1.2x19.3	mat=M_wainscot_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_wainscot_wainscot
0	248,120,88	MeshInstance3D	27.3x3.0x19.3	mat=M_plaster_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_walls
0	8,136,88	MeshInstance3D	28.0x3.2x19.7	mat=M_common_brick_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_walls_cbrick
0	24,136,88	MeshInstance3D	2.3x3.0x2.3	mat=M_concrete_b@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_walls_conc
0	40,136,88	MeshInstance3D	27.3x3.2x0.3	mat=M_face_brick_c@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/F05_walls_fbrick
0	56,136,88	MultiMeshInstance3D	24.1x0.1x16.9	instances=19;mesh=;mat=StandardMaterial3D@0.720,0.650,0.580;mat=StandardMaterial3D@0.780,0.700,0.520;mat=StandardMaterial3D@0.720,0.280,0.200	StreetIdShot/OrisonRoot/F05/F05_VantryPointBatch
0	72,136,88	MultiMeshInstance3D	19.5x2.9x8.8	instances=12;mesh=;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/@MultiMeshInstance3D@293
0	88,136,88	MultiMeshInstance3D	19.0x3.1x8.6	instances=7;mesh=;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F05/@MultiMeshInstance3D@294
0	104,136,88	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.035,0.040,0.045;mat=StandardMaterial3D@0.035,0.040,0.045	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@864
0	120,136,88	MeshInstance3D	0.2x0.0x0.3	mat=StandardMaterial3D@0.185,0.190,0.196;mat=StandardMaterial3D@0.185,0.190,0.196	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@868
0	136,136,88	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.130,0.134,0.140;mat=StandardMaterial3D@0.130,0.134,0.140	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@869
0	152,136,88	MeshInstance3D	0.1x0.0x0.0	mat=StandardMaterial3D@0.130,0.134,0.140;mat=StandardMaterial3D@0.130,0.134,0.140	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@870
0	168,136,88	MeshInstance3D	0.1x0.1x0.1	mat=StandardMaterial3D@0.185,0.190,0.196;mat=StandardMaterial3D@0.185,0.190,0.196	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@871
0	184,136,88	MeshInstance3D	0.1x0.2x0.1	mat=StandardMaterial3D@0.185,0.190,0.196;mat=StandardMaterial3D@0.185,0.190,0.196	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@872
0	200,136,88	MeshInstance3D	0.1x0.2x0.1	mat=StandardMaterial3D@0.130,0.134,0.140;mat=StandardMaterial3D@0.130,0.134,0.140	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@873
0	216,136,88	MeshInstance3D	0.0x0.0x0.1	mat=StandardMaterial3D@0.155,0.130,0.112;mat=StandardMaterial3D@0.155,0.130,0.112	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@874
0	232,136,88	MeshInstance3D	0.0x0.0x0.1	mat=StandardMaterial3D@0.155,0.130,0.112;mat=StandardMaterial3D@0.155,0.130,0.112	StreetIdShot/OrisonRoot/F05/Projector_5B/@MeshInstance3D@875
